,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
15,frozenset({'inflation_rate'}),frozenset({'canada_inflation_rate'}),0.8,0.6888888888888889,0.5777777777777777,0.7222222222222221,1.0483870967741933,0.026666666666666616,1.1199999999999994
16,frozenset({'canada_total_cases'}),frozenset({'inflation_rate'}),0.4,0.8,0.35555555555555557,0.8888888888888888,1.111111111111111,0.03555555555555551,1.7999999999999987
17,frozenset({'canada_reproduction_rate'}),frozenset({'inflation_rate'}),0.4444444444444444,0.8,0.37777777777777777,0.85,1.0625,0.0222222222222222,1.3333333333333328
18,frozenset({'canada_total_tests'}),frozenset({'canada_total_cases'}),0.35555555555555557,0.4,0.35555555555555557,1.0,2.5,0.21333333333333335,inf
19,frozenset({'canada_total_cases'}),frozenset({'canada_total_tests'}),0.4,0.35555555555555557,0.35555555555555557,0.8888888888888888,2.4999999999999996,0.21333333333333335,5.799999999999997
20,"frozenset({'canada_inflation_rate', 'canada_unemployment_rates'})",frozenset({'unemployment_rates'}),0.5777777777777777,0.9777777777777777,0.5777777777777777,1.0,1.0227272727272727,0.012839506172839577,inf
21,"frozenset({'canada_inflation_rate', 'unemployment_rates'})",frozenset({'canada_unemployment_rates'}),0.6888888888888889,0.7555555555555555,0.5777777777777777,0.8387096774193548,1.1100569259962048,0.05728395061728386,1.5155555555555549
22,"frozenset({'canada_unemployment_rates', 'unemployment_rates'})",frozenset({'canada_inflation_rate'}),0.7555555555555555,0.6888888888888889,0.5777777777777777,0.7647058823529411,1.1100569259962048,0.05728395061728386,1.322222222222222
23,frozenset({'canada_inflation_rate'}),"frozenset({'canada_unemployment_rates', 'unemployment_rates'})",0.6888888888888889,0.7555555555555555,0.5777777777777777,0.8387096774193548,1.1100569259962048,0.05728395061728386,1.5155555555555549
24,frozenset({'canada_unemployment_rates'}),"frozenset({'canada_inflation_rate', 'unemployment_rates'})",0.7555555555555555,0.6888888888888889,0.5777777777777777,0.7647058823529411,1.1100569259962048,0.05728395061728386,1.322222222222222
25,"frozenset({'inflation_rate', 'canada_unemployment_rates'})",frozenset({'unemployment_rates'}),0.6,0.9777777777777777,0.6,1.0,1.0227272727272727,0.013333333333333308,inf
26,"frozenset({'inflation_rate', 'unemployment_rates'})",frozenset({'canada_unemployment_rates'}),0.8,0.7555555555555555,0.6,0.7499999999999999,0.9926470588235293,-0.004444444444444473,0.9777777777777774
27,"frozenset({'canada_unemployment_rates', 'unemployment_rates'})",frozenset({'inflation_rate'}),0.7555555555555555,0.8,0.6,0.7941176470588235,0.9926470588235293,-0.004444444444444473,0.971428571428571
28,frozenset({'inflation_rate'}),"frozenset({'canada_unemployment_rates', 'unemployment_rates'})",0.8,0.7555555555555555,0.6,0.7499999999999999,0.9926470588235293,-0.004444444444444473,0.9777777777777774
29,frozenset({'canada_unemployment_rates'}),"frozenset({'inflation_rate', 'unemployment_rates'})",0.7555555555555555,0.8,0.6,0.7941176470588235,0.9926470588235293,-0.004444444444444473,0.971428571428571
30,"frozenset({'canada_inflation_rate', 'canada_unemployment_rates'})",frozenset({'inflation_rate'}),0.5777777777777777,0.8,0.4666666666666667,0.8076923076923078,1.0096153846153848,0.004444444444444473,1.0400000000000005
31,"frozenset({'canada_inflation_rate', 'inflation_rate'})",frozenset({'canada_unemployment_rates'}),0.5777777777777777,0.7555555555555555,0.4666666666666667,0.8076923076923078,1.069004524886878,0.030123456790123515,1.271111111111112
32,"frozenset({'inflation_rate', 'canada_unemployment_rates'})",frozenset({'canada_inflation_rate'}),0.6,0.6888888888888889,0.4666666666666667,0.7777777777777778,1.1290322580645162,0.053333333333333344,1.4000000000000001
33,"frozenset({'canada_inflation_rate', 'inflation_rate'})",frozenset({'unemployment_rates'}),0.5777777777777777,0.9777777777777777,0.5777777777777777,1.0,1.0227272727272727,0.012839506172839577,inf
34,"frozenset({'inflation_rate', 'unemployment_rates'})",frozenset({'canada_inflation_rate'}),0.8,0.6888888888888889,0.5777777777777777,0.7222222222222221,1.0483870967741933,0.026666666666666616,1.1199999999999994
35,"frozenset({'canada_inflation_rate', 'unemployment_rates'})",frozenset({'inflation_rate'}),0.6888888888888889,0.8,0.5777777777777777,0.8387096774193548,1.0483870967741933,0.026666666666666616,1.239999999999999
36,frozenset({'inflation_rate'}),"frozenset({'canada_inflation_rate', 'unemployment_rates'})",0.8,0.6888888888888889,0.5777777777777777,0.7222222222222221,1.0483870967741933,0.026666666666666616,1.1199999999999994
37,frozenset({'canada_inflation_rate'}),"frozenset({'inflation_rate', 'unemployment_rates'})",0.6888888888888889,0.8,0.5777777777777777,0.8387096774193548,1.0483870967741933,0.026666666666666616,1.239999999999999
38,"frozenset({'inflation_rate', 'canada_total_cases'})",frozenset({'unemployment_rates'}),0.35555555555555557,0.9777777777777777,0.35555555555555557,1.0,1.0227272727272727,0.00790123456790126,inf
39,"frozenset({'canada_total_cases', 'unemployment_rates'})",frozenset({'inflation_rate'}),0.4,0.8,0.35555555555555557,0.8888888888888888,1.111111111111111,0.03555555555555551,1.7999999999999987
40,frozenset({'canada_total_cases'}),"frozenset({'inflation_rate', 'unemployment_rates'})",0.4,0.8,0.35555555555555557,0.8888888888888888,1.111111111111111,0.03555555555555551,1.7999999999999987
41,"frozenset({'inflation_rate', 'canada_reproduction_rate'})",frozenset({'unemployment_rates'}),0.37777777777777777,0.9777777777777777,0.37777777777777777,1.0,1.0227272727272727,0.008395061728395048,inf
42,"frozenset({'unemployment_rates', 'canada_reproduction_rate'})",frozenset({'inflation_rate'}),0.4444444444444444,0.8,0.37777777777777777,0.85,1.0625,0.0222222222222222,1.3333333333333328
43,frozenset({'canada_reproduction_rate'}),"frozenset({'inflation_rate', 'unemployment_rates'})",0.4444444444444444,0.8,0.37777777777777777,0.85,1.0625,0.0222222222222222,1.3333333333333328
44,"frozenset({'canada_total_tests', 'canada_total_cases'})",frozenset({'unemployment_rates'}),0.35555555555555557,0.9777777777777777,0.35555555555555557,1.0,1.0227272727272727,0.00790123456790126,inf
45,"frozenset({'canada_total_tests', 'unemployment_rates'})",frozenset({'canada_total_cases'}),0.35555555555555557,0.4,0.35555555555555557,1.0,2.5,0.21333333333333335,inf
46,"frozenset({'canada_total_cases', 'unemployment_rates'})",frozenset({'canada_total_tests'}),0.4,0.35555555555555557,0.35555555555555557,0.8888888888888888,2.4999999999999996,0.21333333333333335,5.799999999999997
47,frozenset({'canada_total_tests'}),"frozenset({'canada_total_cases', 'unemployment_rates'})",0.35555555555555557,0.4,0.35555555555555557,1.0,2.5,0.21333333333333335,inf
48,frozenset({'canada_total_cases'}),"frozenset({'canada_total_tests', 'unemployment_rates'})",0.4,0.35555555555555557,0.35555555555555557,0.8888888888888888,2.4999999999999996,0.21333333333333335,5.799999999999997
49,"frozenset({'canada_inflation_rate', 'inflation_rate', 'canada_unemployment_rates'})",frozenset({'unemployment_rates'}),0.4666666666666667,0.9777777777777777,0.4666666666666667,1.0,1.0227272727272727,0.010370370370370363,inf
50,"frozenset({'canada_inflation_rate', 'inflation_rate', 'unemployment_rates'})",frozenset({'canada_unemployment_rates'}),0.5777777777777777,0.7555555555555555,0.4666666666666667,0.8076923076923078,1.069004524886878,0.030123456790123515,1.271111111111112
51,"frozenset({'inflation_rate', 'canada_unemployment_rates', 'unemployment_rates'})",frozenset({'canada_inflation_rate'}),0.6,0.6888888888888889,0.4666666666666667,0.7777777777777778,1.1290322580645162,0.053333333333333344,1.4000000000000001
52,"frozenset({'canada_inflation_rate', 'canada_unemployment_rates', 'unemployment_rates'})",frozenset({'inflation_rate'}),0.5777777777777777,0.8,0.4666666666666667,0.8076923076923078,1.0096153846153848,0.004444444444444473,1.0400000000000005
53,"frozenset({'canada_inflation_rate', 'inflation_rate'})","frozenset({'canada_unemployment_rates', 'unemployment_rates'})",0.5777777777777777,0.7555555555555555,0.4666666666666667,0.8076923076923078,1.069004524886878,0.030123456790123515,1.271111111111112
54,"frozenset({'inflation_rate', 'canada_unemployment_rates'})","frozenset({'canada_inflation_rate', 'unemployment_rates'})",0.6,0.6888888888888889,0.4666666666666667,0.7777777777777778,1.1290322580645162,0.053333333333333344,1.4000000000000001
55,"frozenset({'canada_inflation_rate', 'canada_unemployment_rates'})","frozenset({'inflation_rate', 'unemployment_rates'})",0.5777777777777777,0.8,0.4666666666666667,0.8076923076923078,1.0096153846153848,0.004444444444444473,1.0400000000000005
